ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
554	"ENSG00000167749.7"	"KLK4"	chr19	-	51411614	51412085	51411834	51412085	51410189	51410342	554	1	0			150	75	NA	NA	1.0		NA
555	"ENSG00000167749.7"	"KLK4"	chr19	-	51412495	51412670	51412507	51412670	51411834	51412085	555	0	0			87	75	NA	NA	NA		NA
556	"ENSG00000104951.11"	"IL4I1"	chr19	-	50432582	50432753	50432673	50432753	50430950	50431072	556	31	2			150	75	NA	NA	0.886		NA
557	"ENSG00000169169.10"	"CPT1C"	chr19	+	50195077	50195210	50195077	50195146	50195495	50195650	557	5	8			139	75	NA	NA	0.252		NA
558	"ENSG00000126457.16"	"PRMT1"	chr19	+	50183396	50183510	50183396	50183495	50183743	50183845	558	60	37			90	75	NA	NA	0.575		NA
559	"ENSG00000142534.2"	"RPS11"	chr19	+	50000450	50001303	50000450	50000852	50002768	50002946	559	10374	3			150	75	NA	NA	0.999		NA
560	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993347	49993106	49993179	49993488	49993554	560	172	8309			150	75	NA	NA	0.01		NA
561	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993179	49993731	49993833	561	9510	1			150	75	NA	NA	1.0		NA
562	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993731	49993857	49993731	49993833	49994035	49994121	562	318	11882			99	75	NA	NA	0.02		NA
563	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49964875	49965293	49964875	49965057	49965826	49966012	563	32	0			150	75	NA	NA	1.0		NA
564	"ENSG00000161618.5"	"ALDH16A1"	chr19	+	49968994	49969162	49968994	49969128	49969338	49969540	564	56	0			109	75	NA	NA	1.0		NA
565	"ENSG00000140396.8"	"NCOA2"	chr8	-	71053413	71053634	71053418	71053634	71050437	71050567	565	0	2			80	75	NA	NA	0.0		NA
566	"ENSG00000087088.15"	"BAX"	chr19	+	49458804	49459090	49458804	49458856	49459454	49459590	566	288	0			150	75	NA	NA	1.0		NA
567	"ENSG00000182264.4"	"IZUMO1"	chr19	-	49246664	49246782	49246701	49246782	49245465	49245566	567	1	0			112	75	NA	NA	1.0		NA
568	"ENSG00000182264.4"	"IZUMO1"	chr19	-	49248881	49249116	49248948	49249116	49248470	49248545	568	0	0			142	75	NA	NA	NA		NA
569	"ENSG00000105443.9"	"CYTH2"	chr19	+	48978094	48978210	48978094	48978206	48981325	48981402	569	2	43			79	75	NA	NA	0.042		NA
570	"ENSG00000165626.12"	"BEND7"	chr10	-	13541738	13542080	13541777	13542080	13538765	13538888	570	21	14			114	75	NA	NA	0.497		NA
571	"ENSG00000142227.6"	"EMP3"	chr19	+	48830777	48830880	48830777	48830818	48832608	48832749	571	467	0			137	75	NA	NA	1.0		NA
572	"ENSG00000142227.6"	"EMP3"	chr19	+	48830777	48830921	48830777	48830818	48832608	48832749	572	205	0			150	75	NA	NA	1.0		NA
573	"ENSG00000142227.6"	"EMP3"	chr19	+	48830777	48830921	48830777	48830880	48832608	48832749	573	3	263			116	75	NA	NA	0.007		NA
574	"ENSG00000105479.11"	"CCDC114"	chr19	-	48801237	48801354	48801256	48801354	48800846	48800925	574	0	0			94	75	NA	NA	NA		NA
575	"ENSG00000099364.12"	"FBXL19"	chr16	+	30939787	30939949	30939787	30939820	30941393	30941905	575	34	14			150	75	NA	NA	0.548		NA
576	"ENSG00000099364.12"	"FBXL19"	chr16	+	30939787	30939951	30939787	30939820	30941393	30941905	576	14	14			150	75	NA	NA	0.333		NA
577	"ENSG00000099364.12"	"FBXL19"	chr16	+	30939787	30939951	30939787	30939949	30941393	30941905	577	2	22			77	75	NA	NA	0.081		NA
578	"ENSG00000105486.9"	"LIG1"	chr19	-	48623423	48624579	48624426	48624579	48622393	48622447	578	16	1			150	75	NA	NA	0.889		NA
579	"ENSG00000105373.14"	"GLTSCR2"	chr19	+	48255768	48255816	48255768	48255801	48258730	48258780	579	119	0			90	75	NA	NA	1.0		NA
580	"ENSG00000181027.6"	"FKRP"	chr19	+	47249313	47249347	47249313	47249343	47251283	47251345	580	13	0			79	75	NA	NA	1.0		NA
581	"ENSG00000181027.6"	"FKRP"	chr19	+	47250490	47250562	47250490	47250551	47251283	47251345	581	0	0			86	75	NA	NA	NA		NA
582	"ENSG00000181027.6"	"FKRP"	chr19	+	47250835	47250989	47250835	47250938	47251283	47251345	582	0	0			126	75	NA	NA	NA		NA
583	"ENSG00000105287.8"	"PRKD2"	chr19	-	47181622	47181920	47181652	47181920	47178289	47178375	583	6	131			105	75	NA	NA	0.032		NA
584	"ENSG00000267395.1"	"AC074212.6"	chr19	+	46274847	46274942	46274847	46274933	46275563	46275762	584	2	1			84	75	NA	NA	0.641		NA
585	"ENSG00000125746.10"	"EML2"	chr19	-	46142552	46142655	46142614	46142655	46142102	46142131	585	0	14			137	75	NA	NA	0.0		NA
586	"ENSG00000125744.7"	"RTN2"	chr19	-	45997375	45997678	45997423	45997678	45992603	45992811	586	0	4			123	75	NA	NA	0.0		NA
587	"ENSG00000104892.12"	"KLC3"	chr19	+	45848791	45849057	45848791	45849009	45849801	45850032	587	0	0			123	75	NA	NA	NA		NA
588	"ENSG00000007255.6"	"TRAPPC6A"	chr19	-	45681350	45681495	45681392	45681495	45668384	45668452	588	8	11			117	75	NA	NA	0.318		NA
589	"ENSG00000104859.10"	"CLASRP"	chr19	+	45561007	45561156	45561007	45561140	45562525	45562622	589	269	103			91	75	NA	NA	0.683		NA
590	"ENSG00000104859.10"	"CLASRP"	chr19	+	45571272	45571316	45571272	45571312	45571677	45571738	590	210	37			79	75	NA	NA	0.843		NA
591	"ENSG00000130208.5"	"APOC1"	chr19	+	45419446	45419616	45419446	45419582	45422429	45422603	591	1	15			109	75	NA	NA	0.044		NA
592	"ENSG00000102743.10"	"SLC25A15"	chr13	+	41373192	41373451	41373192	41373308	41379253	41379391	592	15	0			150	75	NA	NA	1.0		NA
593	"ENSG00000161265.10"	"U2AF1L4"	chr19	-	36234912	36235046	36234970	36235046	36234709	36234805	593	24	95			133	75	NA	NA	0.125		NA
594	"ENSG00000159905.10"	"ZNF221"	chr19	+	44455374	44455562	44455374	44455552	44466876	44466959	594	0	1			85	75	NA	NA	0.0		NA
595	"ENSG00000105771.9"	"SMG9"	chr19	-	44243824	44244370	44244258	44244370	44242273	44242369	595	1	75			150	75	NA	NA	0.007		NA
596	"ENSG00000105771.9"	"SMG9"	chr19	-	44258693	44258786	44258715	44258786	44254743	44254899	596	0	0			97	75	NA	NA	NA		NA
597	"ENSG00000157954.10"	"WIPI2"	chr7	+	5232748	5232976	5232748	5232802	5239206	5239289	597	1	9			150	75	NA	NA	0.053		NA
598	"ENSG00000160570.9"	"DEDD2"	chr19	-	42719284	42719404	42719299	42719404	42713851	42713992	598	47	0			90	75	NA	NA	1.0		NA
599	"ENSG00000105372.2"	"RPS19"	chr19	+	42364324	42364515	42364324	42364359	42364844	42364915	599	2	4441			150	75	NA	NA	0.0		NA
600	"ENSG00000083857.9"	"FAT1"	chr4	-	187517693	187518325	187518187	187518325	187516842	187516980	600	113	0			150	75	NA	NA	1.0		NA
601	"ENSG00000267107.2"	"AC011526.1"	chr19	-	42000447	42001335	42001209	42001335	41984988	41985192	601	11	197			150	75	NA	NA	0.027		NA
602	"ENSG00000105341.14"	"ATP5SL"	chr19	-	41942296	41942377	41942333	41942377	41939441	41939578	602	148	0			112	75	NA	NA	1.0		NA
603	"ENSG00000231116.5"	"VARS"	chrGL000250.1	-	3064567	3064704	3064613	3064704	3064373	3064479	603	0	0			121	75	NA	NA	NA		NA
604	"ENSG00000231116.5"	"VARS"	chrGL000250.1	-	3064811	3064970	3064928	3064970	3064613	3064704	604	0	0			150	75	NA	NA	NA		NA
605	"ENSG00000255974.2"	"CYP2A6"	chr19	-	41356141	41356352	41356151	41356352	41355722	41355885	605	0	0			85	75	NA	NA	NA		NA
606	"ENSG00000029534.15"	"ANK1"	chr8	-	41519318	41519459	41519393	41519459	41512819	41513272	606	0	0			150	75	NA	NA	NA		NA
607	"ENSG00000029534.15"	"ANK1"	chr8	-	41519318	41519459	41519393	41519459	41518947	41519082	607	0	0			150	75	NA	NA	NA		NA
608	"ENSG00000160410.10"	"SHKBP1"	chr19	+	41083462	41083615	41083462	41083536	41084059	41084118	608	3	59			150	75	NA	NA	0.025		NA
609	"ENSG00000160392.9"	"C19orf47"	chr19	-	40847692	40847797	40847745	40847797	40842226	40842314	609	6	14			128	75	NA	NA	0.201		NA
610	"ENSG00000187187.9"	"ZNF546"	chr19	+	40504154	40504317	40504154	40504239	40512002	40512089	610	0	0			150	75	NA	NA	NA		NA
611	"ENSG00000105202.3"	"FBL"	chr19	-	40331322	40331427	40331361	40331427	40331053	40331149	611	36	0			114	75	NA	NA	1.0		NA
612	"ENSG00000105202.3"	"FBL"	chr19	-	40331256	40331427	40331259	40331427	40331053	40331155	612	34	0			78	75	NA	NA	1.0		NA
613	"ENSG00000105202.3"	"FBL"	chr19	-	40331256	40331427	40331295	40331427	40331053	40331155	613	37	0			114	75	NA	NA	1.0		NA
614	"ENSG00000105202.3"	"FBL"	chr19	-	40331259	40331427	40331295	40331427	40331053	40331155	614	3	0			111	75	NA	NA	1.0		NA
615	"ENSG00000108771.8"	"DHX58"	chr17	-	40263742	40263911	40263763	40263911	40263313	40263515	615	11	0			96	75	NA	NA	1.0		NA
616	"ENSG00000125755.14"	"SYMPK"	chr19	-	46332227	46332463	46332312	46332463	46331094	46331176	616	189	1			150	75	NA	NA	0.99		NA
617	"ENSG00000178982.5"	"EIF3K"	chr19	+	39109835	39109967	39109835	39109957	39110976	39111075	617	701	22			85	75	NA	NA	0.966		NA
618	"ENSG00000055950.12"	"MRPL43"	chr10	-	102743704	102743831	102743790	102743831	102743511	102743574	618	15	0			150	75	NA	NA	1.0		NA
619	"ENSG00000055950.12"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743511	102743574	619	194	4			137	75	NA	NA	0.964		NA
620	"ENSG00000011332.15"	"DPF1"	chr19	-	38708099	38708516	38708437	38708516	38706992	38707043	620	2	0			150	75	NA	NA	1.0		NA
621	"ENSG00000182400.10"	"TRAPPC6B"	chr14	-	39628653	39628754	39628686	39628754	39627488	39627606	621	4	22			108	75	NA	NA	0.112		NA
622	"ENSG00000128944.9"	"KNSTRN"	chr15	+	40679359	40679419	40679359	40679407	40681706	40681812	622	0	31			87	75	NA	NA	0.0		NA
623	"ENSG00000197808.7"	"ZNF461"	chr19	-	37149200	37149327	37149237	37149327	37147349	37147445	623	10	1			112	75	NA	NA	0.87		NA
624	"ENSG00000197808.7"	"ZNF461"	chr19	-	37149200	37149327	37149237	37149327	37148554	37148652	624	5	0			112	75	NA	NA	1.0		NA
625	"ENSG00000226935.2"	"LINC00161"	chr21	+	29911639	29912206	29911639	29911850	29912374	29912677	625	0	0			150	75	NA	NA	NA		NA
626	"ENSG00000186017.10"	"ZNF566"	chr19	-	36980375	36980463	36980387	36980463	36967450	36967518	626	1	2			87	75	NA	NA	0.301		NA
627	"ENSG00000105254.7"	"TBCB"	chr19	+	36612428	36612620	36612428	36612571	36616352	36616425	627	374	2			124	75	NA	NA	0.991		NA
628	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36501795	36501947	628	6	1			95	75	NA	NA	0.826		NA
629	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503902	36503991	36503922	36503991	36502305	36502366	629	7	49			95	75	NA	NA	0.101		NA
630	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36503922	36504324	36504245	36504324	36502305	36502366	630	56	2			150	75	NA	NA	0.933		NA
631	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36504211	36504324	36504229	36504324	36503922	36503991	631	4	0			93	75	NA	NA	1.0		NA
632	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36504211	36504324	36504245	36504324	36503922	36503991	632	5	66			109	75	NA	NA	0.05		NA
633	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36504229	36504324	36504245	36504324	36503922	36503991	633	1	66			91	75	NA	NA	0.012		NA
634	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398347	36398482	634	15	9			82	75	NA	NA	0.604		NA
635	"ENSG00000011600.7"	"TYROBP"	chr19	-	36399069	36399197	36399076	36399197	36398631	36398664	635	59	7			82	75	NA	NA	0.885		NA
636	"ENSG00000221946.3"	"FXYD7"	chr19	+	35642156	35642385	35642156	35642231	35642535	35642576	636	6	1			150	75	NA	NA	0.75		NA
637	"ENSG00000221946.3"	"FXYD7"	chr19	+	35642342	35642385	35642342	35642376	35642535	35642576	637	5	2			84	75	NA	NA	0.691		NA
638	"ENSG00000168661.10"	"ZNF30"	chr19	+	35417806	35418186	35417806	35418120	35420787	35420860	638	2	0			141	75	NA	NA	1.0		NA
639	"ENSG00000126217.16"	"MCF2L"	chr13	+	113744381	113744474	113744381	113744465	113745434	113745509	639	5	0			84	75	NA	NA	1.0		NA
640	"ENSG00000267243.1"	"AC005307.3"	chr19	-	29217200	29217244	29217205	29217244	29215725	29215896	640	0	0			80	75	NA	NA	NA		NA
641	"ENSG00000152234.11"	"ATP5A1"	chr18	-	43669788	43669962	43669854	43669962	43669531	43669698	641	1056	0			141	75	NA	NA	1.0		NA
642	"ENSG00000152234.11"	"ATP5A1"	chr18	-	43674945	43675097	43675018	43675097	43671647	43671817	642	28	352			148	75	NA	NA	0.039		NA
643	"ENSG00000152234.11"	"ATP5A1"	chr18	-	43674945	43675097	43675018	43675097	43673145	43673328	643	21	0			148	75	NA	NA	1.0		NA
644	"ENSG00000152234.11"	"ATP5A1"	chr18	-	43677801	43678251	43678137	43678251	43675018	43675097	644	17	312			150	75	NA	NA	0.027		NA
645	"ENSG00000198521.7"	"ZNF43"	chr19	-	22028193	22028308	22028231	22028308	22025946	22026128	645	2	0			113	75	NA	NA	1.0		NA
646	"ENSG00000196268.7"	"ZNF493"	chr19	+	21579934	21580224	21579934	21580069	21587930	21588057	646	2	5			150	75	NA	NA	0.167		NA
647	"ENSG00000119682.12"	"AREL1"	chr14	-	75142401	75142649	75142443	75142649	75140736	75140814	647	27	1			117	75	NA	NA	0.945		NA
648	"ENSG00000089639.6"	"GMIP"	chr19	-	19753343	19753428	19753345	19753428	19752784	19752860	648	4	0			77	75	NA	NA	1.0		NA
649	"ENSG00000105717.9"	"PBX4"	chr19	-	19680907	19681108	19680917	19681108	19680257	19680393	649	0	3			85	75	NA	NA	0.0		NA
650	"ENSG00000105717.9"	"PBX4"	chr19	-	19681394	19681642	19681495	19681642	19680917	19681108	650	0	0			150	75	NA	NA	NA		NA
651	"ENSG00000213999.11"	"MEF2B"	chr19	-	19260025	19260238	19260034	19260238	19258506	19258641	651	0	26			84	75	NA	NA	0.0		NA
652	"ENSG00000057657.10"	"PRDM1"	chr6	+	106534194	106534470	106534194	106534348	106536075	106536324	652	4	0			150	75	NA	NA	1.0		NA
653	"ENSG00000105655.14"	"ISYNA1"	chr19	-	18546057	18546293	18546075	18546293	18545630	18545927	653	3	32			93	75	NA	NA	0.07		NA
654	"ENSG00000105655.14"	"ISYNA1"	chr19	-	18548408	18548798	18548669	18548798	18547782	18547915	654	37	1			150	75	NA	NA	0.949		NA
655	"ENSG00000118263.10"	"KLF7"	chr2	-	207988497	207989128	207988699	207989128	207953181	207953305	655	66	0			150	75	NA	NA	1.0		NA
656	"ENSG00000118263.10"	"KLF7"	chr2	-	207988497	207989128	207989067	207989128	207953181	207953305	656	68	1			150	75	NA	NA	0.971		NA
657	"ENSG00000118263.10"	"KLF7"	chr2	-	207988699	207989128	207989067	207989128	207953181	207953305	657	34	1			150	75	NA	NA	0.944		NA
658	"ENSG00000167483.13"	"FAM129C"	chr19	+	17641563	17641694	17641563	17641625	17643071	17643197	658	0	0			144	75	NA	NA	NA		NA
659	"ENSG00000087460.19"	"GNAS"	chr20	+	57464214	57464408	57464214	57464387	57470666	57470739	659	33	0			96	75	NA	NA	1.0		NA
660	"ENSG00000130299.12"	"GTPBP3"	chr19	+	17448367	17448473	17448367	17448385	17448816	17449064	660	12	0			150	75	NA	NA	1.0		NA
661	"ENSG00000130307.7"	"USHBP1"	chr19	-	17375369	17375533	17375479	17375533	17375054	17375156	661	0	3			150	75	NA	NA	0.0		NA
662	"ENSG00000127527.9"	"EPS15L1"	chr19	-	16513125	16513296	16513131	16513296	16506154	16506278	662	1	36			81	75	NA	NA	0.025		NA
663	"ENSG00000127527.9"	"EPS15L1"	chr19	-	16551672	16551720	16551695	16551720	16548580	16548676	663	53	1			98	75	NA	NA	0.976		NA
664	"ENSG00000196684.8"	"HSH2D"	chr19	+	16259533	16259685	16259533	16259610	16263361	16263451	664	1	0			150	75	NA	NA	1.0		NA
665	"ENSG00000196684.8"	"HSH2D"	chr19	+	16268019	16268208	16268019	16268205	16268209	16269344	665	1	0			78	75	NA	NA	1.0		NA
666	"ENSG00000168066.16"	"SF1"	chr11	-	64535038	64535316	64535042	64535316	64534663	64534723	666	41	510			79	75	NA	NA	0.071		NA
667	"ENSG00000011243.13"	"AKAP8L"	chr19	-	15509440	15510221	15510112	15510221	15508524	15508666	667	62	212			150	75	NA	NA	0.128		NA
668	"ENSG00000011243.13"	"AKAP8L"	chr19	-	15514285	15514526	15514468	15514526	15511960	15512414	668	318	0			150	75	NA	NA	1.0		NA
669	"ENSG00000011243.13"	"AKAP8L"	chr19	-	15514463	15514526	15514468	15514526	15514285	15514366	669	4	23			80	75	NA	NA	0.14		NA
670	"ENSG00000099797.7"	"TECR"	chr19	+	14675597	14675804	14675597	14675670	14675877	14675935	670	72	1			150	75	NA	NA	0.973		NA
671	"ENSG00000273453.1"	"NDUFA3"	chrGL949746.1	+	77289	77319	77289	77309	77534	77609	671	0	0			85	75	NA	NA	NA		NA
672	"ENSG00000104915.10"	"STX10"	chr19	-	13255577	13255684	13255581	13255684	13255390	13255485	672	131	9			79	75	NA	NA	0.933		NA
673	"ENSG00000105607.8"	"GCDH"	chr19	+	13002300	13002474	13002300	13002336	13002644	13002788	673	7	19			150	75	NA	NA	0.156		NA
674	"ENSG00000123154.7"	"WDR83"	chr19	+	12780790	12780911	12780790	12780894	12780993	12781099	674	39	5			92	75	NA	NA	0.864		NA
675	"ENSG00000173875.9"	"ZNF791"	chr19	+	12723039	12723179	12723039	12723130	12734513	12734640	675	0	0			124	75	NA	NA	NA		NA
676	"ENSG00000257591.1"	"ZNF625"	chr19	-	12258490	12258617	12258494	12258617	12258209	12258270	676	2	0			79	75	NA	NA	1.0		NA
677	"ENSG00000090013.5"	"BLVRB"	chr19	-	40963405	40964151	40964061	40964151	40957270	40957399	677	0	280			150	75	NA	NA	0.0		NA
678	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29688125	29688158	678	272	12			150	75	NA	NA	0.919		NA
679	"ENSG00000130159.9"	"ECSIT"	chr19	-	11618516	11618863	11618805	11618863	11618271	11618377	679	156	3			150	75	NA	NA	0.963		NA
680	"ENSG00000130175.5"	"PRKCSH"	chr19	+	11558253	11558433	11558253	11558412	11558507	11558604	680	33	36			96	75	NA	NA	0.417		NA
681	"ENSG00000187266.9"	"EPOR"	chr19	-	11493522	11493908	11493772	11493908	11492605	11492781	681	3	5			150	75	NA	NA	0.231		NA
682	"ENSG00000105520.6"	"DKFZP761J1410"	chr19	+	11474388	11474511	11474388	11474495	11474836	11474888	682	65	43			91	75	NA	NA	0.555		NA
683	"ENSG00000183401.7"	"CCDC159"	chr19	+	11457180	11457310	11457180	11457303	11460329	11460363	683	18	43			82	75	NA	NA	0.277		NA
684	"ENSG00000142453.7"	"CARM1"	chr19	+	11019225	11019344	11019225	11019309	11019778	11019883	684	1	0			110	75	NA	NA	1.0		NA
685	"ENSG00000142453.7"	"CARM1"	chr19	+	11019225	11019423	11019225	11019309	11019778	11019883	685	5	0			150	75	NA	NA	1.0		NA
686	"ENSG00000142453.7"	"CARM1"	chr19	+	11019225	11019423	11019225	11019344	11019778	11019883	686	9	0			150	75	NA	NA	1.0		NA
687	"ENSG00000099203.2"	"TMED1"	chr19	-	10945931	10946029	10945966	10946029	10945609	10945793	687	45	0			110	75	NA	NA	1.0		NA
688	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657751	10657514	10657747	10657864	10657929	688	6	0			79	75	NA	NA	1.0		NA
689	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657758	10657514	10657747	10657864	10657929	689	7	0			86	75	NA	NA	1.0		NA
690	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657514	10657747	10657864	10657929	690	26	0			119	75	NA	NA	1.0		NA
691	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657758	10657514	10657751	10657864	10657929	691	2	1			82	75	NA	NA	0.647		NA
692	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657514	10657751	10657864	10657929	692	21	1			115	75	NA	NA	0.932		NA
693	"ENSG00000130734.5"	"ATG4D"	chr19	+	10657514	10657791	10657514	10657758	10657864	10657929	693	19	0			108	75	NA	NA	1.0		NA
694	"ENSG00000118418.10"	"HMGN3"	chr6	-	79911992	79912106	79912033	79912106	79910961	79911443	694	85	76			116	75	NA	NA	0.42		NA
695	"ENSG00000105401.2"	"CDC37"	chr19	-	10503934	10504117	10503955	10504117	10503761	10503833	695	799	3			96	75	NA	NA	0.995		NA
696	"ENSG00000076662.5"	"ICAM3"	chr19	-	10445741	10446029	10445816	10446029	10445203	10445458	696	2	0			150	75	NA	NA	1.0		NA
697	"ENSG00000105088.4"	"OLFM2"	chr19	-	9967938	9968158	9968062	9968158	9967482	9967589	697	6	0			150	75	NA	NA	1.0		NA
698	"ENSG00000198258.6"	"UBL5"	chr19	+	9938567	9938740	9938567	9938660	9939002	9939069	698	314	1057			150	75	NA	NA	0.129		NA
699	"ENSG00000198258.6"	"UBL5"	chr19	+	9939002	9939069	9939002	9939065	9939267	9939351	699	1184	6			79	75	NA	NA	0.995		NA
700	"ENSG00000174652.13"	"ZNF266"	chr19	-	9529437	9529571	9529441	9529571	9529180	9529307	700	11	5			79	75	NA	NA	0.676		NA
701	"ENSG00000174652.13"	"ZNF266"	chr19	-	9529437	9529975	9529726	9529975	9529180	9529307	701	39	0			150	75	NA	NA	1.0		NA
702	"ENSG00000188321.9"	"ZNF559"	chr19	+	9448471	9448541	9448471	9448534	9449169	9449258	702	1	2			82	75	NA	NA	0.314		NA
703	"ENSG00000188321.9"	"ZNF559"	chr19	+	9448471	9448693	9448471	9448534	9449169	9449258	703	10	2			150	75	NA	NA	0.714		NA
704	"ENSG00000188321.9"	"ZNF559"	chr19	+	9448471	9448693	9448471	9448541	9449169	9449258	704	9	0			150	75	NA	NA	1.0		NA
705	"ENSG00000181143.11"	"MUC16"	chr19	-	8969261	8969427	8969275	8969427	8968879	8968947	705	0	0			89	75	NA	NA	NA		NA
706	"ENSG00000167785.4"	"ZNF558"	chr19	-	8932117	8932767	8932678	8932767	8931855	8931982	706	55	6			150	75	NA	NA	0.821		NA
707	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75044869	75045056	75044869	75045048	75045258	75045469	707	23	6			83	75	NA	NA	0.776		NA
708	"ENSG00000142303.9"	"ADAMTS10"	chr19	-	8660645	8660787	8660656	8660787	8657646	8657754	708	5	2			86	75	NA	NA	0.686		NA
709	"ENSG00000160828.13"	"STAG3L2"	chr7	-	74306391	74306687	74306508	74306687	74304432	74304518	709	5	25			150	75	NA	NA	0.091		NA
710	"ENSG00000104921.10"	"FCER2"	chr19	-	7761898	7762184	7762121	7762184	7761710	7761800	710	0	0			150	75	NA	NA	NA		NA
711	"ENSG00000263044.1"	"NSUN5P1"	chrJH159134.2	+	2944827	2945014	2944827	2945006	2945216	2945427	711	0	0			83	75	NA	NA	NA		NA
712	"ENSG00000165271.12"	"NOL6"	chr9	-	33468749	33468870	33468777	33468870	33468505	33468564	712	104	1			103	75	NA	NA	0.987		NA
713	"ENSG00000174837.10"	"EMR1"	chr19	+	6928155	6928321	6928155	6928222	6934997	6935089	713	0	0			150	75	NA	NA	NA		NA
714	"ENSG00000031823.10"	"RANBP3"	chr19	-	5931414	5931542	5931429	5931542	5927978	5928098	714	62	55			90	75	NA	NA	0.484		NA
715	"ENSG00000031823.10"	"RANBP3"	chr19	-	5957917	5957984	5957928	5957984	5941809	5941846	715	0	32			86	75	NA	NA	0.0		NA
716	"ENSG00000141994.11"	"DUS3L"	chr19	-	5786759	5787182	5787071	5787182	5786477	5786553	716	97	2			150	75	NA	NA	0.96		NA
717	"ENSG00000167733.9"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5686426	5686538	717	3	0			150	75	NA	NA	1.0		NA
718	"ENSG00000167733.9"	"HSD11B1L"	chr19	+	5684829	5685130	5684829	5684916	5686910	5687002	718	3	0			150	75	NA	NA	1.0		NA
719	"ENSG00000130254.7"	"SAFB2"	chr19	-	5616138	5616346	5616142	5616346	5613475	5613538	719	24	116			79	75	NA	NA	0.164		NA
720	"ENSG00000105255.6"	"FSD1"	chr19	+	4322982	4323234	4322982	4323143	4323344	4323433	720	4	0			150	75	NA	NA	1.0		NA
721	"ENSG00000101489.14"	"CELF4"	chr18	-	34846495	34846561	34846498	34846561	34844636	34844720	721	3	0			78	75	NA	NA	1.0		NA
722	"ENSG00000101489.14"	"CELF4"	chr18	-	34854273	34854417	34854276	34854417	34852978	34853126	722	2	0			78	75	NA	NA	1.0		NA
723	"ENSG00000101489.14"	"CELF4"	chr18	-	34901765	34901844	34901795	34901844	34855077	34855203	723	0	0			105	75	NA	NA	NA		NA
724	"ENSG00000101489.14"	"CELF4"	chr18	-	34901765	34901844	34901792	34901844	34855077	34855206	724	1	0			102	75	NA	NA	1.0		NA
725	"ENSG00000101489.14"	"CELF4"	chr18	-	34901765	34901844	34901795	34901844	34855077	34855206	725	1	0			105	75	NA	NA	1.0		NA
726	"ENSG00000101489.14"	"CELF4"	chr18	-	34901792	34901844	34901795	34901844	34855077	34855206	726	0	0			78	75	NA	NA	NA		NA
727	"ENSG00000179532.8"	"DNHD1"	chr11	+	6584211	6584485	6584211	6584361	6584611	6584794	727	5	6			150	75	NA	NA	0.294		NA
728	"ENSG00000142347.12"	"MYO1F"	chr19	-	8615039	8615240	8615043	8615240	8613120	8613201	728	0	9			79	75	NA	NA	0.0		NA
729	"ENSG00000142347.12"	"MYO1F"	chr19	-	8620520	8620680	8620542	8620680	8619537	8619627	729	1	8			97	75	NA	NA	0.088		NA
730	"ENSG00000172000.3"	"ZNF556"	chr19	+	2873493	2873620	2873493	2873616	2876090	2876274	730	0	0			79	75	NA	NA	NA		NA
731	"ENSG00000172009.10"	"THOP1"	chr19	+	2807439	2807806	2807439	2807771	2808240	2808442	731	52	2			110	75	NA	NA	0.947		NA
732	"ENSG00000099860.4"	"GADD45B"	chr19	+	2476526	2476628	2476526	2476626	2477026	2477249	732	973	3			77	75	NA	NA	0.997		NA
733	"ENSG00000130270.12"	"ATP8B3"	chr19	-	1791969	1792134	1791999	1792134	1791748	1791860	733	0	0			105	75	NA	NA	NA		NA
734	"ENSG00000130270.12"	"ATP8B3"	chr19	-	1811487	1811883	1811599	1811883	1810620	1810682	734	3	0			150	75	NA	NA	1.0		NA
735	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615684	1615820	1612205	1612429	735	14	8			150	75	NA	NA	0.467		NA
