# `gene_id` is the hg19 Ensembl gene identifier.
# `gene_symbol` is the gene symbol.
# `seqname` is the gene's chromosome or scaffold name.
# `afe_annotation_status` indicates whether the line's AFE overlaps an annotated FE.
# `*_start` and `*_end` fields define the feature's 0-based, half-open interval.
# `strand` is the occupied strand; i.e., "+" or "-" for forward or reverse.
gene_id	gene_symbol	seqname	gene_start	gene_end	strand	afe_start	afe_end	afe_annotation_status	se_start	se_end
ENSG00000115661.9	STK16	2	220110176	220115059	+	220110176	220110518	annotated	220111378	220111598
ENSG00000115661.9	STK16	2	220110176	220115059	+	220110176	220110518	annotated	220111834	220111968
ENSG00000115661.9	STK16	2	220110176	220115059	+	220110176	220110518	annotated	220112383	220112479
ENSG00000115661.9	STK16	2	220110176	220115059	+	220110613	220111689	annotated	220111834	220111968
ENSG00000115661.9	STK16	2	220110176	220115059	+	220110613	220111689	annotated	220112383	220112479
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220306737	220306805	annotated	220308746	220308781
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220306737	220306805	annotated	220308751	220308781
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220306737	220306805	annotated	220308767	220308781
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220306737	220306805	annotated	220309546	220309706
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220306737	220306805	annotated	220309546	220309883
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220308395	220308781	annotated	220309546	220309706
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220308395	220308781	annotated	220309546	220309883
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220308395	220308781	annotated	220312695	220313993
ENSG00000072195.10	SPEG	2	220299567	220363009	+	220308395	220308781	annotated	220312698	220313993
ENSG00000124006.10	OBSL1	2	220415450	220436581	-	220434942	220436581	annotated	220431551	220431848
ENSG00000144589.16	STK11IP	2	220462581	220481173	+	220462581	220462645	annotated	220467189	220467297
ENSG00000144589.16	STK11IP	2	220462581	220481173	+	220462581	220462645	annotated	220467426	220467498
ENSG00000144589.16	STK11IP	2	220462581	220481173	+	220462915	220462999	annotated	220467189	220467297
ENSG00000144589.16	STK11IP	2	220462581	220481173	+	220462915	220462999	annotated	220467426	220467498
ENSG00000114923.12	SLC4A3	2	220492048	220506702	+	220492048	220492467	annotated	220494301	220494417
ENSG00000114923.12	SLC4A3	2	220492048	220506702	+	220492048	220492467	annotated	220494874	220495074
ENSG00000114923.12	SLC4A3	2	220492048	220506702	+	220493865	220494143	unannotated	220494301	220494417
ENSG00000114923.12	SLC4A3	2	220492048	220506702	+	220493865	220494143	unannotated	220494874	220495074
ENSG00000114923.12	SLC4A3	2	220492048	220506702	+	220495851	220496177	annotated	220499141	220499326
ENSG00000114923.12	SLC4A3	2	220492048	220506702	+	220495851	220496177	annotated	220500394	220500613
ENSG00000168958.15	MFF	2	228189866	228222550	+	228189866	228190376	annotated	228193393	228193505
ENSG00000079263.14	SP140	2	231067825	231223762	+	231118030	231118132	unannotated	231120166	231120247
ENSG00000135916.11	ITM2C	2	231729353	231743963	+	231740334	231740523	unannotated	231741571	231741682
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232573218	232573461	annotated	232576057	232576129
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232573218	232573461	annotated	232576596	232576693
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232573218	232573461	annotated	232576599	232576693
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232573218	232573461	annotated	232577152	232577226
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232573218	232573461	annotated	232577161	232577226
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232575136	232575386	annotated	232576057	232576129
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232575136	232575386	annotated	232576596	232576693
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232575136	232575386	annotated	232576599	232576693
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232575136	232575386	annotated	232577152	232577226
ENSG00000187514.10	PTMA	2	232571604	232578251	+	232575136	232575386	annotated	232577161	232577226
ENSG00000144524.13	COPS7B	2	232646380	232673963	+	232651123	232651248	annotated	232653264	232653442
ENSG00000135902.5	CHRND	2	233390702	233401377	+	233390702	233390977	annotated	233392110	233392155
ENSG00000135902.5	CHRND	2	233390702	233401377	+	233390702	233390977	annotated	233393571	233393681
ENSG00000135902.5	CHRND	2	233390702	233401377	+	233390702	233390977	annotated	233394648	233394849
ENSG00000135902.5	CHRND	2	233390702	233401377	+	233392971	233393081	unannotated	233393571	233393681
ENSG00000135902.5	CHRND	2	233390702	233401377	+	233392971	233393081	unannotated	233394648	233394849
ENSG00000124831.14	LRRFIP1	2	238536218	238722325	+	238676839	238678461	annotated	238680723	238680841
ENSG00000124831.14	LRRFIP1	2	238536218	238722325	+	238676839	238678461	annotated	238681508	238681588
ENSG00000130414.7	NDUFA10	2	240831866	240964819	-	240961588	240961757	unannotated	240957940	240958056
ENSG00000130414.7	NDUFA10	2	240831866	240964819	-	240961588	240961757	unannotated	240957969	240958056
ENSG00000130414.7	NDUFA10	2	240831866	240964819	-	240964643	240964819	annotated	240961588	240961757
ENSG00000142330.15	CAPN10	2	241526132	241557122	+	241526132	241526469	annotated	241528759	241528891
ENSG00000142330.15	CAPN10	2	241526132	241557122	+	241535350	241536359	unannotated	241537768	241537814
ENSG00000142330.15	CAPN10	2	241526132	241557122	+	241535350	241536359	unannotated	241538067	241538123
ENSG00000168385.13	SEPT2	2	242254514	242293442	+	242255275	242255397	annotated	242256913	242257014
ENSG00000168385.13	SEPT2	2	242254514	242293442	+	242255417	242255990	annotated	242256913	242257014
ENSG00000168385.13	SEPT2	2	242254514	242293442	+	242263568	242263656	annotated	242265381	242265528
ENSG00000168385.13	SEPT2	2	242254514	242293442	+	242263568	242263656	annotated	242265407	242265528
ENSG00000168385.13	SEPT2	2	242254514	242293442	+	242263823	242264659	unannotated	242265381	242265528
ENSG00000168385.13	SEPT2	2	242254514	242293442	+	242263823	242264659	unannotated	242265407	242265528
ENSG00000176946.7	THAP4	2	242523819	242576864	-	242576355	242576864	annotated	242572331	242573494
ENSG00000180902.12	D2HGDH	2	242673993	242708231	+	242673993	242674110	annotated	242674547	242674931
ENSG00000180902.12	D2HGDH	2	242673993	242708231	+	242693935	242694161	annotated	242694459	242695429
ENSG00000180902.12	D2HGDH	2	242673993	242708231	+	242693935	242694161	annotated	242695263	242695429
ENSG00000134108.8	ARL8B	3	5163904	5222596	+	5213834	5213908	unannotated	5215701	5215769
ENSG00000134108.8	ARL8B	3	5163904	5222596	+	5213834	5213908	unannotated	5216028	5216099
ENSG00000114026.17	OGG1	3	9791627	9829903	+	9791627	9792107	annotated	9792628	9792876
ENSG00000114026.17	OGG1	3	9791627	9829903	+	9791627	9792107	annotated	9793453	9793633
ENSG00000114026.17	OGG1	3	9791627	9829903	+	9791627	9792107	annotated	9796387	9796569
ENSG00000250151.5	ARPC4-TTLL3	3	9834765	9877085	+	9839341	9839461	annotated	9841868	9841980
ENSG00000250151.5	ARPC4-TTLL3	3	9834765	9877085	+	9839341	9839461	annotated	9843344	9843440
ENSG00000214021.11	TTLL3	3	9849769	9896822	+	9851618	9852393	annotated	9854931	9855029
ENSG00000125037.8	EMC3	3	10004220	10052800	-	10018640	10018734	unannotated	10015311	10015393
ENSG00000170876.7	TMEM43	3	14166439	14185179	+	14172321	14172456	unannotated	14176657	14176732
ENSG00000182568.12	SATB1	3	18386878	18487080	-	18458392	18458885	annotated	18456602	18456726
ENSG00000163527.5	STT3B	3	31574129	31679112	+	31663588	31663800	unannotated	31666405	31666577
ENSG00000076242.10	MLH1	3	37034822	37107380	+	37034822	37035381	annotated	37038109	37038200
ENSG00000076242.10	MLH1	3	37034822	37107380	+	37034822	37035381	annotated	37038114	37038200
ENSG00000076242.10	MLH1	3	37034822	37107380	+	37045891	37045965	unannotated	37050304	37050396
ENSG00000060971.13	ACAA1	3	38144619	38178733	-	38178355	38178733	annotated	38175442	38175500
ENSG00000144655.10	CSRNP1	3	39183345	39196053	-	39187968	39188213	unannotated	39185627	39185942
ENSG00000168028.9	RPSA	3	39448179	39454033	+	39448179	39448573	annotated	39452244	39452490
ENSG00000168028.9	RPSA	3	39448179	39454033	+	39449093	39449686	unannotated	39452244	39452490
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40498782	40499238	annotated	40502897	40502997
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40498782	40499238	annotated	40502897	40503152
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40498782	40499238	annotated	40503098	40503152
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40499367	40500107	annotated	40502897	40502997
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40499367	40500107	annotated	40502897	40503152
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40499367	40500107	annotated	40503098	40503152
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40500121	40500647	annotated	40502897	40502997
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40500121	40500647	annotated	40502897	40503152
ENSG00000188846.9	RPL14	3	40498782	40503861	+	40500121	40500647	annotated	40503098	40503152
ENSG00000160796.12	NBEAL2	3	47021172	47051193	+	47046108	47046586	annotated	47047227	47047337
ENSG00000160796.12	NBEAL2	3	47021172	47051193	+	47046108	47046586	annotated	47048555	47048645
ENSG00000160796.12	NBEAL2	3	47021172	47051193	+	47046108	47046586	annotated	47049014	47049187
ENSG00000160796.12	NBEAL2	3	47021172	47051193	+	47046108	47046586	annotated	47049559	47049676
ENSG00000076201.10	PTPN23	3	47422500	47454931	+	47448619	47448676	unannotated	47449379	47449445
ENSG00000132153.10	DHX30	3	47844398	47891685	+	47866517	47866737	annotated	47868836	47868967
ENSG00000132153.10	DHX30	3	47844398	47891685	+	47866517	47866737	annotated	47870513	47870624
ENSG00000164054.11	SHISA5	3	48509196	48542259	-	48514418	48514617	annotated	48511126	48511242
ENSG00000164054.11	SHISA5	3	48509196	48542259	-	48541153	48542259	annotated	48538569	48538726
ENSG00000164054.11	SHISA5	3	48509196	48542259	-	48541153	48542259	annotated	48538590	48538726
ENSG00000178252.13	WDR6	3	49044494	49053386	+	49044494	49044964	annotated	49048853	49051549
ENSG00000178252.13	WDR6	3	49044494	49053386	+	49044494	49044964	annotated	49049067	49051549
ENSG00000172037.9	LAMB2	3	49158546	49170551	-	49170224	49170551	annotated	49165890	49166018
ENSG00000172037.9	LAMB2	3	49158546	49170551	-	49170224	49170551	annotated	49167663	49167852
ENSG00000172037.9	LAMB2	3	49158546	49170551	-	49170224	49170551	annotated	49168172	49168293
ENSG00000172037.9	LAMB2	3	49158546	49170551	-	49170224	49170551	annotated	49168967	49169156
ENSG00000172037.9	LAMB2	3	49158546	49170551	-	49170224	49170551	annotated	49169923	49170096
ENSG00000185909.10	KLHDC8B	3	49209043	49213917	+	49209043	49209118	annotated	49212174	49212399
ENSG00000185909.10	KLHDC8B	3	49209043	49213917	+	49209043	49209118	annotated	49212494	49212596
ENSG00000185909.10	KLHDC8B	3	49209043	49213917	+	49210068	49210608	annotated	49212174	49212399
ENSG00000185909.10	KLHDC8B	3	49209043	49213917	+	49210068	49210608	annotated	49212494	49212596
ENSG00000114316.8	USP4	3	49315263	49378145	-	49377356	49377504	annotated	49372901	49373029
ENSG00000173531.11	MST1	3	49721379	49726934	-	49723028	49724500	annotated	49722694	49722815
ENSG00000173531.11	MST1	3	49721379	49726934	-	49723028	49724500	annotated	49722903	49722939
ENSG00000173531.11	MST1	3	49721379	49726934	-	49725182	49726934	annotated	49722694	49722815
ENSG00000173531.11	MST1	3	49721379	49726934	-	49725182	49726934	annotated	49722903	49722939
ENSG00000173531.11	MST1	3	49721379	49726934	-	49725182	49726934	annotated	49723494	49723625
ENSG00000173531.11	MST1	3	49721379	49726934	-	49725182	49726934	annotated	49723745	49723914
ENSG00000173531.11	MST1	3	49721379	49726934	-	49725182	49726934	annotated	49724796	49724911
ENSG00000176020.7	AMIGO3	3	49754266	49761349	-	49761030	49761164	unannotated	49759663	49759791
ENSG00000176020.7	AMIGO3	3	49754266	49761349	-	49761030	49761164	unannotated	49759864	49759943
ENSG00000176020.7	AMIGO3	3	49754266	49761349	-	49761030	49761164	unannotated	49760404	49760547
ENSG00000004534.10	RBM6	3	49977439	50137478	+	50098894	50099541	unannotated	50102463	50102559
ENSG00000004534.10	RBM6	3	49977439	50137478	+	50098894	50099541	unannotated	50103674	50103935
ENSG00000088543.10	C3orf18	3	50595461	50608458	-	50604893	50605182	annotated	50602896	50603292
ENSG00000090097.16	PCBP4	3	51991469	52002426	-	51996825	51997272	annotated	51993382	51993427
ENSG00000090097.16	PCBP4	3	51991469	52002426	-	51996825	51997272	annotated	51993592	51993667
ENSG00000090097.16	PCBP4	3	51991469	52002426	-	51996825	51997272	annotated	51993910	51994039
ENSG00000090097.16	PCBP4	3	51991469	52002426	-	51996825	51997272	annotated	51994541	51994653
ENSG00000114786.11	ABHD14A-ACY1	3	52009065	52023199	+	52009065	52009220	annotated	52011886	52012098
ENSG00000114786.11	ABHD14A-ACY1	3	52009065	52023199	+	52009065	52009220	annotated	52012274	52012390
ENSG00000114786.11	ABHD14A-ACY1	3	52009065	52023199	+	52021324	52021469	unannotated	52022539	52022619
ENSG00000243989.3	ACY1	3	52009065	52023213	+	52017355	52017605	annotated	52021003	52021077
ENSG00000243989.3	ACY1	3	52009065	52023213	+	52017355	52017605	annotated	52021324	52021469
ENSG00000162244.6	RPL29	3	52027615	52029958	-	52029746	52029958	annotated	52029057	52029122
ENSG00000247596.4	TWF2	3	52262625	52273276	-	52269044	52269122	unannotated	52265959	52266138
ENSG00000114854.3	TNNC1	3	52485117	52488086	-	52488007	52488086	annotated	52486498	52486529
ENSG00000010322.11	NISCH	3	52489133	52527087	+	52489523	52489750	annotated	52492677	52492860
ENSG00000010327.6	STAB1	3	52529353	52558511	+	52535653	52535769	unannotated	52536021	52536107
ENSG00000010327.6	STAB1	3	52529353	52558511	+	52535653	52535769	unannotated	52536647	52536743
ENSG00000010327.6	STAB1	3	52529353	52558511	+	52535653	52535769	unannotated	52538043	52538171
ENSG00000010327.6	STAB1	3	52529353	52558511	+	52550058	52550467	annotated	52551565	52551640
ENSG00000010327.6	STAB1	3	52529353	52558511	+	52550058	52550467	annotated	52552327	52552375
ENSG00000010327.6	STAB1	3	52529353	52558511	+	52550058	52550467	annotated	52554819	52555021
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52563165	52563350	unannotated	52558832	52558897
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52563165	52563350	unannotated	52558978	52559119
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52563165	52563350	unannotated	52559224	52559311
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52563165	52563350	unannotated	52562461	52562555
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52563165	52563350	unannotated	52562527	52562555
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52563165	52563350	unannotated	52562876	52562951
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52566178	52566530	annotated	52562461	52562555
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52566178	52566530	annotated	52562527	52562555
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52566178	52566530	annotated	52562876	52562951
ENSG00000168268.6	NT5DC2	3	52558385	52569070	-	52567521	52567793	annotated	52562876	52562951
ENSG00000114902.9	SPCS1	3	52738970	52742182	+	52738970	52739174	annotated	52740808	52740895
ENSG00000114902.9	SPCS1	3	52738970	52742182	+	52739651	52740719	annotated	52740808	52740895
ENSG00000055957.6	ITIH1	3	52811602	52826078	+	52811602	52811748	annotated	52813447	52813610
ENSG00000055957.6	ITIH1	3	52811602	52826078	+	52811602	52811748	annotated	52813447	52813893
ENSG00000055957.6	ITIH1	3	52811602	52826078	+	52812522	52812682	annotated	52813447	52813610
ENSG00000055957.6	ITIH1	3	52811602	52826078	+	52812522	52812682	annotated	52813447	52813893
ENSG00000162267.8	ITIH3	3	52828783	52843025	+	52828783	52828912	annotated	52829618	52829639
ENSG00000162267.8	ITIH3	3	52828783	52843025	+	52828783	52828912	annotated	52830496	52830663
ENSG00000162267.8	ITIH3	3	52828783	52843025	+	52828783	52828912	annotated	52832981	52833107
ENSG00000162267.8	ITIH3	3	52828783	52843025	+	52829618	52830057	unannotated	52830496	52830663
ENSG00000162267.8	ITIH3	3	52828783	52843025	+	52829618	52830057	unannotated	52832981	52833107
ENSG00000162267.8	ITIH3	3	52828783	52843025	+	52838821	52840154	annotated	52842125	52842237
ENSG00000055955.11	ITIH4	3	52846990	52865495	-	52857350	52857833	annotated	52853408	52853534
ENSG00000055955.11	ITIH4	3	52846990	52865495	-	52857350	52857833	annotated	52853955	52854006
ENSG00000055955.11	ITIH4	3	52846990	52865495	-	52863875	52864755	annotated	52863134	52863295
ENSG00000243696.4	RP5-966M1.6	3	52847297	52869745	-	52863893	52864686	unannotated	52860556	52860667
ENSG00000163932.9	PRKCD	3	53190024	53226733	+	53212419	53212553	unannotated	53215222	53215283
ENSG00000163931.11	TKT	3	53258722	53290068	-	53271812	53271937	unannotated	53267171	53267290
ENSG00000180376.12	CCDC66	3	56591188	56655846	+	56591188	56591281	annotated	56593596	56593622
ENSG00000180376.12	CCDC66	3	56591188	56655846	+	56649896	56653555	annotated	56653804	56653929
ENSG00000136068.10	FLNB	3	57994126	58157982	+	58128376	58128479	unannotated	58129199	58129340
ENSG00000136068.10	FLNB	3	57994126	58157982	+	58128376	58128479	unannotated	58131647	58131776
ENSG00000163638.9	ADAMTS9	3	64501332	64673676	-	64641251	64641720	annotated	64640247	64640288
ENSG00000144744.12	UBA3	3	69103880	69129559	-	69128894	69129304	unannotated	69124580	69124661
ENSG00000144744.12	UBA3	3	69103880	69129559	-	69129484	69129559	annotated	69124580	69124661
ENSG00000170854.13	MINA	3	97660661	97691301	-	97669629	97670027	annotated	97668687	97668859
ENSG00000080819.2	CPOX	3	98239975	98312567	-	98311792	98312567	annotated	98309475	98309586
ENSG00000144802.7	NFKBIZ	3	101546834	101579866	+	101567735	101568761	annotated	101571581	101571612
ENSG00000144802.7	NFKBIZ	3	101546834	101579866	+	101570928	101571068	unannotated	101571581	101571612
ENSG00000144802.7	NFKBIZ	3	101546834	101579866	+	101570928	101571068	unannotated	101574238	101574302
ENSG00000144802.7	NFKBIZ	3	101546834	101579866	+	101570928	101571068	unannotated	101575916	101576027
ENSG00000144802.7	NFKBIZ	3	101546834	101579866	+	101571729	101571833	unannotated	101574238	101574302
ENSG00000144802.7	NFKBIZ	3	101546834	101579866	+	101571729	101571833	unannotated	101575916	101576027
ENSG00000114423.14	CBLB	3	105374304	105588396	-	105399835	105400454	unannotated	105397274	105397415
ENSG00000144857.10	BOC	3	112929849	113006303	+	112999404	112999510	unannotated	113002257	113002479
ENSG00000144857.10	BOC	3	112929849	113006303	+	112999404	112999510	unannotated	113004218	113004412
ENSG00000144857.10	BOC	3	112929849	113006303	+	112999404	112999510	unannotated	113004285	113004412
ENSG00000163430.5	FSTL1	3	120111139	120170100	-	120169743	120170100	annotated	120169530	120169593
ENSG00000163430.5	FSTL1	3	120111139	120170100	-	120169743	120170100	annotated	120169530	120169644
ENSG00000163406.6	SLC15A2	3	121612935	121662949	+	121643197	121643230	unannotated	121643791	121643880
ENSG00000114013.11	CD86	3	121774212	121839983	+	121822358	121822694	unannotated	121825044	121825347
ENSG00000160124.5	CCDC58	3	122078437	122102078	-	122084182	122084480	annotated	122081814	122081874
ENSG00000175455.10	CCDC14	3	123616151	123680564	-	123679990	123680564	annotated	123674689	123675642
ENSG00000175455.10	CCDC14	3	123616151	123680564	-	123679990	123680564	annotated	123675586	123675642
ENSG00000163870.10	TPRA1	3	127291911	127317094	-	127298864	127299280	annotated	127294245	127294348
ENSG00000163870.10	TPRA1	3	127291911	127317094	-	127298864	127299280	annotated	127294782	127294893
ENSG00000163870.10	TPRA1	3	127291911	127317094	-	127298864	127299280	annotated	127295663	127295736
ENSG00000163870.10	TPRA1	3	127291911	127317094	-	127298864	127299280	annotated	127295832	127295919
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127391777	127392451	annotated	127394812	127394957
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127391777	127392451	annotated	127395809	127395926
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127391777	127392451	annotated	127396307	127396406
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127391777	127392451	annotated	127396518	127396686
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127392952	127393296	annotated	127394812	127394957
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127392952	127393296	annotated	127395809	127395926
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127392952	127393296	annotated	127396307	127396406
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127392952	127393296	annotated	127396518	127396686
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127394328	127395278	annotated	127395809	127395926
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127394328	127395278	annotated	127396307	127396406
ENSG00000114626.13	ABTB1	3	127391777	127399768	+	127394328	127395278	annotated	127396518	127396686
ENSG00000017260.15	ATP2C1	3	130569438	130735556	+	130681745	130682939	annotated	130685988	130686084
ENSG00000017260.15	ATP2C1	3	130569438	130735556	+	130698092	130698263	unannotated	130699425	130699523
ENSG00000034533.7	ASTE1	3	130732718	130746493	-	130745031	130745698	annotated	130744317	130744438
ENSG00000114107.4	CEP70	3	138213185	138313380	-	138291700	138291826	unannotated	138289875	138289999
ENSG00000114125.9	RNF7	3	141457045	141466402	+	141461485	141461869	unannotated	141462350	141462398
ENSG00000175066.11	GK5	3	141882413	141944449	-	141901764	141902330	annotated	141900302	141900407
ENSG00000144935.10	TRPC1	3	142442915	142526730	+	142521010	142521186	unannotated	142522818	142523020
ENSG00000120742.6	SERP1	3	150259780	150321015	-	150263838	150264964	annotated	150263489	150263565
ENSG00000144895.7	EIF2A	3	150264464	150302029	+	150282977	150283013	unannotated	150285479	150285553
ENSG00000144895.7	EIF2A	3	150264464	150302029	+	150289744	150290316	annotated	150293435	150293549
ENSG00000198843.8	SELT	3	150320661	150348222	+	150340171	150340282	unannotated	150344796	150344950
ENSG00000168827.10	GFM1	3	158362066	158410364	+	158362066	158362670	annotated	158366829	158366946
ENSG00000168827.10	GFM1	3	158362066	158410364	+	158363417	158363570	unannotated	158366829	158366946
ENSG00000075420.8	FNDC3B	3	171757417	172119455	+	172046741	172048505	annotated	172050878	172050965
ENSG00000161203.9	AP2M1	3	183892476	183901879	+	183892476	183892898	annotated	183894738	183894855
ENSG00000161203.9	AP2M1	3	183892476	183901879	+	183892476	183892898	annotated	183896644	183896910
ENSG00000161203.9	AP2M1	3	183892476	183901879	+	183892476	183892898	annotated	183896644	183896979
ENSG00000161203.9	AP2M1	3	183892476	183901879	+	183898636	183899868	annotated	183899938	183900036
ENSG00000114867.15	EIF4G1	3	184032282	184053146	+	184032282	184032462	annotated	184035108	184035285
ENSG00000114867.15	EIF4G1	3	184032282	184053146	+	184032282	184032462	annotated	184035504	184035604
ENSG00000114867.15	EIF4G1	3	184032282	184053146	+	184032951	184034006	annotated	184035108	184035285
ENSG00000114867.15	EIF4G1	3	184032282	184053146	+	184032951	184034006	annotated	184035504	184035604
ENSG00000114867.15	EIF4G1	3	184032282	184053146	+	184032951	184034006	annotated	184037476	184037589
ENSG00000175182.9	FAM131A	3	184053713	184064063	+	184055239	184055506	annotated	184059511	184059605
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184079505	184079934	annotated	184080660	184081353
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184079505	184079934	annotated	184081013	184081353
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184079505	184079934	annotated	184082753	184082837
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184079505	184079934	annotated	184082920	184083014
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184079505	184079934	annotated	184084504	184084588
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184080660	184081362	annotated	184082753	184082837
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184080660	184081362	annotated	184082920	184083014
ENSG00000163882.5	POLR2H	3	184079505	184086384	+	184080660	184081362	annotated	184084504	184084588
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184097860	184098254	annotated	184099720	184099808
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184097860	184098254	annotated	184100421	184100562
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184097860	184098254	annotated	184100803	184100951
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184097860	184098254	annotated	184101310	184101430
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184098410	184099152	annotated	184099720	184099808
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184098410	184099152	annotated	184100421	184100562
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184098410	184099152	annotated	184100803	184100951
ENSG00000090539.11	CHRD	3	184097860	184108524	+	184098410	184099152	annotated	184101310	184101430
ENSG00000113916.13	BCL6	3	187439164	187463515	-	187453877	187455062	annotated	187451320	187451491
ENSG00000113916.13	BCL6	3	187439164	187463515	-	187455384	187455732	annotated	187451320	187451491
ENSG00000176945.12	MUC20	3	195447752	195467994	+	195447752	195447954	annotated	195451550	195453443
ENSG00000182899.10	RPL35A	3	197676857	197683481	+	197676857	197677170	annotated	197678029	197678182
ENSG00000182899.10	RPL35A	3	197676857	197683481	+	197676857	197677170	annotated	197678029	197678199
ENSG00000182899.10	RPL35A	3	197676857	197683481	+	197677806	197677849	annotated	197678029	197678182
ENSG00000182899.10	RPL35A	3	197676857	197683481	+	197677806	197677849	annotated	197678029	197678199
ENSG00000127415.8	IDUA	4	980784	998316	+	980784	981030	annotated	981596	981699
ENSG00000127415.8	IDUA	4	980784	998316	+	980784	981030	annotated	981596	981737
ENSG00000127415.8	IDUA	4	980784	998316	+	993497	993852	annotated	994669	994777
ENSG00000127415.8	IDUA	4	980784	998316	+	993497	993852	annotated	997132	997258
ENSG00000159692.11	CTBP1	4	1205235	1243741	-	1235112	1235711	annotated	1231970	1232125
ENSG00000068078.13	FGFR3	4	1795033	1810599	+	1805418	1805563	unannotated	1806056	1806247
ENSG00000068078.13	FGFR3	4	1795033	1810599	+	1805418	1805563	unannotated	1807983	1808054
ENSG00000109758.4	HGFAC	4	3443613	3451211	+	3443613	3443845	annotated	3444458	3444639
ENSG00000002549.8	LAP3	4	17578814	17609595	+	17578814	17579190	annotated	17583382	17583437
ENSG00000157796.13	WDR19	4	39184023	39287430	+	39196163	39196401	unannotated	39201097	39201213
ENSG00000163682.11	RPL9	4	39455743	39460568	-	39457430	39459302	annotated	39456483	39456549
ENSG00000163682.11	RPL9	4	39455743	39460568	-	39457430	39459302	annotated	39456483	39456564
ENSG00000163682.11	RPL9	4	39455743	39460568	-	39459813	39460568	annotated	39456483	39456549
ENSG00000163682.11	RPL9	4	39455743	39460568	-	39459813	39460568	annotated	39456483	39456564
ENSG00000163682.11	RPL9	4	39455743	39460568	-	39459813	39460568	annotated	39458025	39459301
ENSG00000163682.11	RPL9	4	39455743	39460568	-	39459813	39460568	annotated	39459205	39459301
ENSG00000154277.8	UCHL1	4	41258429	41270472	+	41258849	41259037	annotated	41259131	41259143
ENSG00000154277.8	UCHL1	4	41258429	41270472	+	41258849	41259037	annotated	41259131	41259754
ENSG00000154277.8	UCHL1	4	41258429	41270472	+	41258849	41259037	annotated	41259390	41259754
ENSG00000154277.8	UCHL1	4	41258429	41270472	+	41258849	41259037	annotated	41259625	41259754
ENSG00000154277.8	UCHL1	4	41258429	41270472	+	41259131	41259754	unannotated	41263892	41263940
