gene-id	gene-name	first-exon	skipped-exon	kb-distance	strand
ENSG00000114316.12	USP4	chr3:49313871-49314044	chr3:49311513-49311654	2.39	-
ENSG00000145029.13	NICN1	chr3:49429108-49429326	chr3:49425882-49425996	3.33	-
ENSG00000164062.12	APEH	chr3:49674002-49674621	chr3:49676055-49676219	2.053	+
ENSG00000164062.12	APEH	chr3:49674002-49674621	chr3:49676377-49676515	2.375	+
ENSG00000164062.12	APEH	chr3:49674002-49674621	chr3:49675182-49675309	1.18	+
ENSG00000173531.15	MST1	chr3:49687750-49689501	chr3:49687363-49687478	2.023	-
ENSG00000182179.12	UBA7	chr3:49813732-49813946	chr3:49812647-49812738	1.208	-
ENSG00000004534.14	RBM6	chr3:50047109-50047326	chr3:50048244-50048319	1.135	+
ENSG00000003756.16	RBM5	chr3:50107018-50107087	chr3:50110378-50110463	3.36	+
ENSG00000214706.10	IFRD2	chr3:50291770-50292056	chr3:50289446-50289628	2.428	-
ENSG00000214706.10	IFRD2	chr3:50291770-50292056	chr3:50290387-50290472	1.584	-
ENSG00000214706.10	IFRD2	chr3:50292217-50292847	chr3:50289446-50289628	3.219	-
ENSG00000214706.10	IFRD2	chr3:50292217-50292847	chr3:50290387-50290472	2.375	-
ENSG00000068028.17	RASSF1	chr3:50338143-50338288	chr3:50337904-50338011	0.277	-
ENSG00000068028.17	RASSF1	chr3:50338143-50338288	chr3:50337904-50338023	0.265	-
ENSG00000068028.17	RASSF1	chr3:50340556-50340980	chr3:50337904-50338011	2.969	-
ENSG00000068028.17	RASSF1	chr3:50340556-50340980	chr3:50337904-50338023	2.957	-
ENSG00000004838.13	ZMYND10	chr3:50345488-50346852	chr3:50343306-50343444	3.408	-
ENSG00000004838.13	ZMYND10	chr3:50345488-50346852	chr3:50342014-50342140	4.712	-
ENSG00000164081.12	TEX264	chr3:51671175-51672301	chr3:51674270-51674562	3.095	+
ENSG00000090097.21	PCBP4	chr3:51961749-51962088	chr3:51959894-51960023	2.065	-
ENSG00000090097.21	PCBP4	chr3:51962810-51963256	chr3:51959894-51960023	3.233	-
ENSG00000114786.16	ABHD14A-ACY1	chr3:51975050-51975204	chr3:51978258-51978374	3.208	+
ENSG00000114786.16	ABHD14A-ACY1	chr3:51975050-51975204	chr3:51977870-51978082	2.82	+
ENSG00000243989.8	ACY1	chr3:51983278-51983589	chr3:51985333-51985465	2.055	+
ENSG00000243989.8	ACY1	chr3:51983278-51983589	chr3:51986414-51986504	3.136	+
ENSG00000243989.8	ACY1	chr3:51983278-51983589	chr3:51985206-51985271	1.928	+
ENSG00000243989.8	ACY1	chr3:51983278-51983589	chr3:51985400-51985465	2.122	+
ENSG00000243989.8	ACY1	chr3:51983278-51983589	chr3:51985360-51985465	2.082	+
ENSG00000164088.17	PPM1M	chr3:52246170-52246314	chr3:52248636-52248700	2.466	+
ENSG00000164088.17	PPM1M	chr3:52246170-52246314	chr3:52246973-52247228	0.803	+
ENSG00000164088.17	PPM1M	chr3:52245793-52246048	chr3:52248636-52248700	2.843	+
ENSG00000164088.17	PPM1M	chr3:52245793-52246048	chr3:52246973-52247228	1.18	+
ENSG00000168237.17	GLYCTK	chr3:52287089-52287218	chr3:52291744-52291922	4.655	+
ENSG00000168237.17	GLYCTK	chr3:52287089-52287218	chr3:52291746-52291922	4.657	+
ENSG00000168237.17	GLYCTK	chr3:52287820-52287876	chr3:52291744-52291922	3.924	+
ENSG00000168237.17	GLYCTK	chr3:52287820-52287876	chr3:52291746-52291922	3.926	+
ENSG00000163930.9	BAP1	chr3:52409842-52410350	chr3:52407173-52407316	3.034	-
ENSG00000163930.9	BAP1	chr3:52409842-52410350	chr3:52408473-52408606	1.744	-
ENSG00000163930.9	BAP1	chr3:52407958-52408077	chr3:52407173-52407316	0.761	-
ENSG00000010322.15	NISCH	chr3:52485778-52485827	chr3:52490074-52490231	4.296	+
ENSG00000168268.10	NT5DC2	chr3:52532163-52532514	chr3:52528445-52528539	3.975	-
ENSG00000168268.10	NT5DC2	chr3:52532163-52532514	chr3:52528511-52528539	3.975	-
ENSG00000168268.10	NT5DC2	chr3:52532163-52532514	chr3:52528860-52528935	3.579	-
ENSG00000168268.10	NT5DC2	chr3:52529889-52529944	chr3:52528445-52528539	1.405	-
ENSG00000168268.10	NT5DC2	chr3:52529889-52529944	chr3:52528511-52528539	1.405	-
ENSG00000168268.10	NT5DC2	chr3:52529889-52529944	chr3:52528860-52528935	1.009	-
ENSG00000163938.16	GNL3	chr3:52685920-52686425	chr3:52686768-52686827	0.848	+
ENSG00000016864.18	GLT8D1	chr3:52697505-52697534	chr3:52696233-52696318	1.216	-
ENSG00000114904.12	NEK4	chr3:52770654-52770949	chr3:52768337-52768566	2.383	-
ENSG00000114904.12	NEK4	chr3:52770654-52770949	chr3:52768337-52768604	2.345	-
ENSG00000162267.12	ITIH3	chr3:52802204-52802519	chr3:52805807-52805840	3.603	+
ENSG00000055955.15	ITIH4	chr3:52819393-52819598	chr3:52818051-52818168	1.43	-
ENSG00000055955.15	ITIH4	chr3:52831408-52831479	chr3:52829118-52829279	2.2	-
ENSG00000055955.15	ITIH4	chr3:52829860-52830739	chr3:52829118-52829279	1.46	-
ENSG00000055955.15	ITIH4	chr3:52819754-52819990	chr3:52818051-52818168	1.822	-
ENSG00000157388.15	CACNA1D	chr3:53731024-53731146	chr3:53732817-53732962	1.793	+
ENSG00000157388.15	CACNA1D	chr3:53731024-53731146	chr3:53732814-53732962	1.79	+
ENSG00000157388.15	CACNA1D	chr3:53730442-53730556	chr3:53732817-53732962	2.375	+
ENSG00000157388.15	CACNA1D	chr3:53730442-53730556	chr3:53732814-53732962	2.372	+
ENSG00000180376.16	CCDC66	chr3:56557161-56557253	chr3:56559568-56559594	2.407	+
ENSG00000180376.16	CCDC66	chr3:56566594-56566759	chr3:56571180-56571302	4.586	+
ENSG00000163946.13	FAM208A	chr3:56627037-56627145	chr3:56624827-56625006	2.139	-
ENSG00000163946.13	FAM208A	chr3:56628492-56628640	chr3:56624827-56625006	3.634	-
ENSG00000163946.13	FAM208A	chr3:56663541-56664331	chr3:56662384-56662490	1.841	-
ENSG00000174839.12	DENND6A	chr3:57660760-57660839	chr3:57659117-57659180	1.659	-
ENSG00000114405.10	C3orf14	chr3:62318973-62319232	chr3:62319720-62319832	0.747	+
ENSG00000144744.16	UBA3	chr3:69080334-69080408	chr3:69080111-69080153	0.255	-
ENSG00000144744.16	UBA3	chr3:69080334-69080408	chr3:69075429-69075510	4.898	-
ENSG00000144744.16	UBA3	chr3:69077337-69077918	chr3:69075429-69075510	2.408	-
ENSG00000227124.8	ZNF717	chr3:75785384-75785583	chr3:75783305-75783364	2.219	-
ENSG00000080822.16	CLDND1	chr3:98521653-98522514	chr3:98521132-98521437	1.077	-
ENSG00000080822.16	CLDND1	chr3:98521653-98522514	chr3:98521132-98521442	1.072	-
ENSG00000080822.16	CLDND1	chr3:98521653-98522514	chr3:98521329-98521442	1.072	-
ENSG00000080822.16	CLDND1	chr3:98522542-98523066	chr3:98521132-98521437	1.629	-
ENSG00000080822.16	CLDND1	chr3:98522542-98523066	chr3:98521132-98521442	1.624	-
ENSG00000080822.16	CLDND1	chr3:98522542-98523066	chr3:98521329-98521442	1.624	-
ENSG00000064225.12	ST3GAL6	chr3:98783511-98783739	chr3:98784944-98785040	1.433	+
ENSG00000036054.12	TBC1D23	chr3:100279440-100279760	chr3:100283606-100283811	4.166	+
ENSG00000154175.16	ABI3BP	chr3:100840072-100840164	chr3:100838209-100838284	1.88	-
ENSG00000154175.16	ABI3BP	chr3:100840072-100840164	chr3:100838401-100838464	1.7	-
ENSG00000154175.16	ABI3BP	chr3:100840072-100840164	chr3:100835600-100835660	4.504	-
ENSG00000154175.16	ABI3BP	chr3:100841998-100842039	chr3:100840071-100840164	1.875	-
ENSG00000154175.16	ABI3BP	chr3:100841998-100842039	chr3:100838209-100838284	3.755	-
ENSG00000154175.16	ABI3BP	chr3:100841998-100842039	chr3:100838401-100838464	3.575	-
ENSG00000144802.11	NFKBIZ	chr3:101855395-101856017	chr3:101857072-101857183	1.677	+
ENSG00000114446.4	IFT57	chr3:108222018-108222570	chr3:108219409-108219572	2.998	-
ENSG00000206530.10	CFAP44	chr3:113403852-113404016	chr3:113401583-113401739	2.277	-
ENSG00000151576.10	QTRT2	chr3:114066228-114066565	chr3:114067986-114068063	1.758	+
ENSG00000151576.10	QTRT2	chr3:114066228-114066565	chr3:114070625-114070838	4.397	+
ENSG00000121578.12	B4GALT4	chr3:119240199-119240664	chr3:119236852-119237070	3.594	-
ENSG00000121578.12	B4GALT4	chr3:119240765-119241103	chr3:119236852-119237070	4.033	-
ENSG00000113845.9	TIMMDC1	chr3:119498532-119498942	chr3:119503531-119503620	4.999	+
ENSG00000113845.9	TIMMDC1	chr3:119498532-119498942	chr3:119500694-119500860	2.162	+
ENSG00000144843.11	ADPRH	chr3:119579268-119580636	chr3:119582133-119582467	2.865	+
ENSG00000183833.16	MAATS1	chr3:119703022-119703271	chr3:119707403-119707561	4.381	+
ENSG00000183833.16	MAATS1	chr3:119703022-119703271	chr3:119706808-119706885	3.786	+
ENSG00000114491.13	UMPS	chr3:124730366-124730627	chr3:124735092-124735246	4.726	+
ENSG00000082781.11	ITGB5	chr3:124809337-124809398	chr3:124809021-124809156	0.242	-
ENSG00000173706.12	HEG1	chr3:125019262-125019597	chr3:125014712-125015012	4.585	-
ENSG00000163870.14	TPRA1	chr3:127590883-127591095	chr3:127590409-127590592	0.503	-
ENSG00000163913.11	IFT122	chr3:129449870-129449937	chr3:129451913-129451998	2.043	+
ENSG00000163913.11	IFT122	chr3:129461309-129461501	chr3:129464634-129464781	3.325	+
ENSG00000163913.11	IFT122	chr3:129461309-129461501	chr3:129463559-129463626	2.25	+
ENSG00000004399.12	PLXND1	chr3:129586588-129586719	chr3:129584384-129584562	2.157	-
ENSG00000017260.19	ATP2C1	chr3:130893968-130894337	chr3:130894589-130894775	0.621	+
ENSG00000017260.19	ATP2C1	chr3:130893968-130894337	chr3:130894730-130894775	0.762	+
ENSG00000017260.19	ATP2C1	chr3:130893968-130894337	chr3:130894707-130894775	0.739	+
ENSG00000114686.8	MRPL3	chr3:131502730-131502983	chr3:131498178-131498277	4.706	-
ENSG00000196353.11	CPNE4	chr3:132037557-132037804	chr3:132034566-132035442	2.362	-
ENSG00000196353.11	CPNE4	chr3:132037557-132037804	chr3:132034566-132034759	3.045	-
ENSG00000163781.12	TOPBP1	chr3:133653345-133653524	chr3:133652462-133652547	0.977	-
ENSG00000163781.12	TOPBP1	chr3:133653345-133653524	chr3:133652462-133652629	0.895	-
ENSG00000163781.12	TOPBP1	chr3:133653345-133653524	chr3:133652462-133652614	0.91	-
ENSG00000091513.14	TF	chr3:133745956-133746483	chr3:133748411-133748669	2.455	+
ENSG00000091513.14	TF	chr3:133745956-133746483	chr3:133748411-133748584	2.455	+
ENSG00000114054.13	PCCB	chr3:136255307-136255533	chr3:136256554-136256623	1.247	+
ENSG00000051382.8	PIK3CB	chr3:138707159-138707621	chr3:138704442-138704493	3.128	-
ENSG00000163864.15	NMNAT3	chr3:139575583-139575994	chr3:139573597-139573680	2.314	-
ENSG00000163864.15	NMNAT3	chr3:139582927-139583077	chr3:139578871-139579055	4.022	-
ENSG00000114120.11	SLC25A36	chr3:140956525-140957069	chr3:140959462-140959540	2.937	+
ENSG00000175054.14	ATR	chr3:142562232-142563109	chr3:142560262-142560454	2.655	-
ENSG00000047457.13	CP	chr3:149187919-149188202	chr3:149186519-149186732	1.47	-
ENSG00000169908.11	TM4SF1	chr3:149377371-149377865	chr3:149375442-149375588	2.277	-
ENSG00000152601.17	MBNL1	chr3:152298982-152299254	chr3:152299404-152300367	0.422	+
ENSG00000174953.13	DHX36	chr3:154283188-154283271	chr3:154280762-154280862	2.409	-
ENSG00000174953.13	DHX36	chr3:154292551-154292694	chr3:154288865-154288964	3.73	-
ENSG00000118855.18	MFSD1	chr3:158801865-158802315	chr3:158805361-158805474	3.496	+
ENSG00000118855.18	MFSD1	chr3:158801865-158802315	chr3:158805340-158805474	3.475	+
ENSG00000283154.2	IQCJ-SCHIP1	chr3:159764002-159764350	chr3:159764442-159765138	0.44	+
ENSG00000283154.2	IQCJ-SCHIP1	chr3:159764002-159764350	chr3:159764442-159765099	0.44	+
ENSG00000283154.2	IQCJ-SCHIP1	chr3:159763713-159763890	chr3:159764442-159765138	0.729	+
ENSG00000283154.2	IQCJ-SCHIP1	chr3:159763713-159763890	chr3:159764442-159765099	0.729	+
ENSG00000113810.15	SMC4	chr3:160399274-160400965	chr3:160401989-160402093	2.715	+
ENSG00000113810.15	SMC4	chr3:160399274-160400965	chr3:160401914-160402093	2.64	+
ENSG00000113810.15	SMC4	chr3:160428753-160428942	chr3:160431031-160431205	2.278	+
ENSG00000169255.13	B3GALNT1	chr3:161104785-161105384	chr3:161101138-161101233	4.151	-
ENSG00000169064.12	ZBBX	chr3:167380247-167380405	chr3:167379637-167379792	0.613	-
ENSG00000085276.17	MECOM	chr3:169146723-169147734	chr3:169144996-169145058	2.676	-
ENSG00000085276.17	MECOM	chr3:169146477-169146675	chr3:169144996-169145058	1.617	-
ENSG00000171757.15	LRRC34	chr3:169812410-169812986	chr3:169808627-169808745	4.241	-
ENSG00000121864.9	ZNF639	chr3:179322991-179323291	chr3:179325041-179325322	2.05	+
ENSG00000114757.18	PEX5L	chr3:179974016-179974259	chr3:179971593-179971660	2.599	-
ENSG00000114757.18	PEX5L	chr3:179974016-179974259	chr3:179973158-179973318	0.941	-
ENSG00000114757.18	PEX5L	chr3:179974016-179974259	chr3:179971593-179971665	2.594	-
ENSG00000114416.17	FXR1	chr3:180933036-180933386	chr3:180935137-180935231	2.101	+
ENSG00000161203.13	AP2M1	chr3:184176778-184177067	chr3:184180644-184180650	3.866	+
ENSG00000214160.9	ALG3	chr3:184248990-184249548	chr3:184245712-184245812	3.736	-
ENSG00000214160.9	ALG3	chr3:184248990-184249548	chr3:184245197-184245358	4.19	-
ENSG00000214160.9	ALG3	chr3:184248990-184249548	chr3:184245467-184245615	3.933	-
ENSG00000145194.17	ECE2	chr3:184278167-184278313	chr3:184278491-184278557	0.324	+
ENSG00000145194.17	ECE2	chr3:184276011-184276192	chr3:184278491-184278557	2.48	+
ENSG00000175166.16	PSMD2	chr3:184298709-184299907	chr3:184301846-184302071	3.137	+
ENSG00000175166.16	PSMD2	chr3:184298709-184299907	chr3:184301793-184302071	3.084	+
ENSG00000175166.16	PSMD2	chr3:184298709-184299907	chr3:184301857-184302071	3.148	+
ENSG00000175166.16	PSMD2	chr3:184298709-184299907	chr3:184301770-184302071	3.061	+
ENSG00000175166.16	PSMD2	chr3:184300280-184300685	chr3:184301846-184302071	1.566	+
ENSG00000175166.16	PSMD2	chr3:184300280-184300685	chr3:184301793-184302071	1.513	+
ENSG00000175166.16	PSMD2	chr3:184300280-184300685	chr3:184301857-184302071	1.577	+
ENSG00000175166.16	PSMD2	chr3:184300280-184300685	chr3:184301770-184302071	1.49	+
ENSG00000114867.20	EIF4G1	chr3:184314495-184314674	chr3:184317716-184317816	3.221	+
ENSG00000114867.20	EIF4G1	chr3:184314495-184314674	chr3:184317320-184317497	2.825	+
ENSG00000114867.20	EIF4G1	chr3:184314495-184314674	chr3:184315488-184315545	0.993	+
ENSG00000175182.14	FAM131A	chr3:184335926-184336123	chr3:184337310-184337371	1.384	+
ENSG00000175182.14	FAM131A	chr3:184335926-184336123	chr3:184338386-184338529	2.46	+
ENSG00000114859.15	CLCN2	chr3:184354904-184357094	chr3:184353541-184353795	3.299	-
ENSG00000114859.15	CLCN2	chr3:184354904-184357094	chr3:184352012-184352117	4.977	-
ENSG00000114859.15	CLCN2	chr3:184354904-184357094	chr3:184353661-184353795	3.299	-
ENSG00000114859.15	CLCN2	chr3:184361417-184361651	chr3:184358681-184358783	2.868	-
ENSG00000114859.15	CLCN2	chr3:184361417-184361651	chr3:184358681-184358813	2.838	-
ENSG00000114859.15	CLCN2	chr3:184361417-184361651	chr3:184357778-184357856	3.795	-
ENSG00000163882.9	POLR2H	chr3:184361718-184362146	chr3:184366716-184366800	4.998	+
ENSG00000163882.9	POLR2H	chr3:184361718-184362146	chr3:184362872-184363565	1.154	+
ENSG00000090539.15	CHRD	chr3:184380073-184380466	chr3:184383522-184383642	3.449	+
ENSG00000113838.12	TBCCD1	chr3:186567267-186567352	chr3:186563993-186564372	2.98	-
ENSG00000145113.21	MUC4	chr3:195769357-195769688	chr3:195766662-195766751	2.937	-
ENSG00000061938.16	TNK2	chr3:195883157-195886273	chr3:195882285-195882328	3.945	-
ENSG00000061938.16	TNK2	chr3:195883157-195886273	chr3:195882050-195882328	3.945	-
ENSG00000163959.9	SLC51A	chr3:196226516-196226561	chr3:196228808-196228920	2.292	+
ENSG00000174227.15	PIGG	chr4:523459-523913	chr4:527038-527230	3.579	+
ENSG00000174227.15	PIGG	chr4:525365-525837	chr4:527038-527230	1.673	+
ENSG00000133256.12	PDE6B	chr4:653177-653319	chr4:656244-656292	3.067	+
ENSG00000133256.12	PDE6B	chr4:651985-652088	chr4:652495-652553	0.51	+
ENSG00000133256.12	PDE6B	chr4:651985-652088	chr4:656244-656292	4.259	+
ENSG00000178950.16	GAK	chr4:915498-915756	chr4:913606-913668	2.088	-
ENSG00000178950.16	GAK	chr4:915498-915756	chr4:912734-912794	2.962	-
ENSG00000145214.13	DGKQ	chr4:967129-967361	chr4:965490-965529	1.832	-
ENSG00000163950.12	SLBP	chr4:1712130-1712555	chr4:1711873-1711990	0.565	-
ENSG00000168936.10	TMEM129	chr4:1720633-1721358	chr4:1717515-1717703	3.655	-
ENSG00000168936.10	TMEM129	chr4:1720633-1721358	chr4:1717515-1717675	3.683	-
ENSG00000068078.17	FGFR3	chr4:1801367-1801536	chr4:1806256-1806327	4.889	+
ENSG00000168884.14	TNIP2	chr4:2746029-2746158	chr4:2744696-2744945	1.213	-
ENSG00000087266.15	SH3BP2	chr4:2824613-2825220	chr4:2829492-2830147	4.879	+
ENSG00000109736.14	MFSD10	chr4:2934769-2934859	chr4:2931554-2931663	3.196	-
ENSG00000159788.18	RGS12	chr4:3385681-3385816	chr4:3386415-3386437	0.734	+
ENSG00000159788.18	RGS12	chr4:3385604-3385651	chr4:3386415-3386437	0.811	+
ENSG00000159788.18	RGS12	chr4:3385146-3385424	chr4:3386415-3386437	1.269	+
ENSG00000168824.14	NSG1	chr4:4380982-4381073	chr4:4385856-4386643	4.874	+
ENSG00000168824.14	NSG1	chr4:4380982-4381073	chr4:4385856-4387173	4.874	+
ENSG00000087008.15	ACOX3	chr4:8374068-8374167	chr4:8373560-8373628	0.539	-
ENSG00000169762.16	TAPT1	chr4:16174670-16175041	chr4:16170652-16170729	4.312	-
ENSG00000151552.11	QDPR	chr4:17511950-17512234	chr4:17509270-17509363	2.871	-
ENSG00000163138.18	PACRGL	chr4:20712699-20712922	chr4:20713431-20713539	0.732	+
ENSG00000109618.11	SEPSECS	chr4:25160256-25160442	chr4:25158952-25159107	1.335	-
ENSG00000174125.7	TLR1	chr4:38805112-38805578	chr4:38800856-38800948	4.63	-
ENSG00000174125.7	TLR1	chr4:38805112-38805578	chr4:38804753-38804787	0.791	-
ENSG00000174125.7	TLR1	chr4:38804306-38804382	chr4:38800856-38800948	3.434	-
ENSG00000157796.17	WDR19	chr4:39182404-39182563	chr4:39186538-39186604	4.134	+
ENSG00000157796.17	WDR19	chr4:39182404-39182563	chr4:39185725-39185817	3.321	+
ENSG00000121897.14	LIAS	chr4:39462196-39462289	chr4:39463524-39463605	1.328	+
ENSG00000121897.14	LIAS	chr4:39462196-39462289	chr4:39465284-39465342	3.088	+
ENSG00000121897.14	LIAS	chr4:39462196-39462289	chr4:39465045-39465202	2.849	+
ENSG00000168421.12	RHOH	chr4:40193649-40193812	chr4:40197120-40197300	3.471	+
ENSG00000168421.12	RHOH	chr4:40193649-40193812	chr4:40197100-40197300	3.451	+
ENSG00000168421.12	RHOH	chr4:40192967-40193123	chr4:40197120-40197300	4.153	+
ENSG00000168421.12	RHOH	chr4:40192967-40193123	chr4:40197100-40197300	4.133	+
ENSG00000151806.13	GUF1	chr4:44678427-44678787	chr4:44680440-44680552	2.013	+
ENSG00000163281.11	GNPDA2	chr4:44726474-44726595	chr4:44722083-44722242	4.353	-
ENSG00000109184.14	DCUN1D4	chr4:51909400-51909452	chr4:51911069-51911174	1.669	+
ENSG00000126545.13	CSN1S1	chr4:69936566-69936607	chr4:69940020-69940044	3.454	+
ENSG00000126545.13	CSN1S1	chr4:69936566-69936607	chr4:69937120-69937144	0.554	+
ENSG00000126545.13	CSN1S1	chr4:69939176-69939208	chr4:69940020-69940044	0.844	+
ENSG00000126549.9	STATH	chr4:69995930-69996025	chr4:69999779-69999809	3.849	+
ENSG00000018189.12	RUFY3	chr4:70802871-70803176	chr4:70804347-70804416	1.476	+
ENSG00000163631.16	ALB	chr4:73419281-73419455	chr4:73420253-73420321	0.972	+
ENSG00000163738.18	MTHFD2L	chr4:74158108-74158281	chr4:74160054-74160088	1.946	+
ENSG00000138757.14	G3BP2	chr4:75724276-75724525	chr4:75724055-75724176	0.349	-
ENSG00000138759.18	FRAS1	chr4:78418949-78419063	chr4:78421862-78422000	2.913	+
ENSG00000163291.14	PAQR3	chr4:78939040-78939438	chr4:78935120-78935283	4.155	-
ENSG00000163291.14	PAQR3	chr4:78939040-78939438	chr4:78935120-78935176	4.262	-
ENSG00000138668.18	HNRNPD	chr4:82374119-82374161	chr4:82371527-82371584	2.577	-
ENSG00000138668.18	HNRNPD	chr4:82374298-82374503	chr4:82371527-82371584	2.919	-
ENSG00000145287.10	PLAC8	chr4:83109728-83109843	chr4:83107803-83107950	1.893	-
ENSG00000145287.10	PLAC8	chr4:83109728-83109843	chr4:83104895-83105020	4.823	-
ENSG00000109339.19	MAPK10	chr4:86357638-86357895	chr4:86354529-86354644	3.251	-
ENSG00000109339.19	MAPK10	chr4:86358081-86358874	chr4:86354529-86354644	4.23	-
ENSG00000152583.12	SPARCL1	chr4:87530978-87531061	chr4:87530544-87530631	0.43	-
ENSG00000138641.15	HERC3	chr4:88667377-88667488	chr4:88667891-88668081	0.514	+
ENSG00000197894.10	ADH5	chr4:99085414-99085633	chr4:99082001-99082116	3.517	-
ENSG00000197894.10	ADH5	chr4:99085414-99085633	chr4:99081974-99082116	3.517	-
ENSG00000138821.12	SLC39A8	chr4:102345143-102345205	chr4:102344443-102344915	0.29	-
ENSG00000109323.8	MANBA	chr4:102723862-102723967	chr4:102722870-102723041	0.926	-
ENSG00000109332.19	UBE2D3	chr4:102825722-102825860	chr4:102825238-102825317	0.543	-
ENSG00000109332.19	UBE2D3	chr4:102827427-102828159	chr4:102826484-102826636	1.523	-
ENSG00000109332.19	UBE2D3	chr4:102827427-102828159	chr4:102825238-102825317	2.842	-
ENSG00000109332.19	UBE2D3	chr4:102827427-102828159	chr4:102826484-102826619	1.54	-
ENSG00000164089.8	ETNPPL	chr4:108762193-108762717	chr4:108760187-108760306	2.411	-
ENSG00000164089.8	ETNPPL	chr4:108762193-108762717	chr4:108759748-108759908	2.809	-
ENSG00000164089.8	ETNPPL	chr4:108762193-108762717	chr4:108759748-108759890	2.827	-
ENSG00000138794.9	CASP6	chr4:109697622-109697779	chr4:109696409-109696486	1.293	-
ENSG00000145390.11	USP53	chr4:119213179-119213218	chr4:119214069-119214222	0.89	+
ENSG00000164109.13	MAD2L1	chr4:120066662-120067074	chr4:120061974-120062095	4.979	-
ENSG00000164109.13	MAD2L1	chr4:120066662-120067074	chr4:120065671-120065818	1.256	-
ENSG00000123737.12	EXOSC9	chr4:121809967-121810099	chr4:121813233-121813380	3.266	+
ENSG00000123737.12	EXOSC9	chr4:121801317-121801490	chr4:121804621-121804759	3.304	+
ENSG00000123737.12	EXOSC9	chr4:121801593-121801921	chr4:121804621-121804759	3.028	+
ENSG00000164073.9	MFSD8	chr4:127965897-127965995	chr4:127965071-127965208	0.787	-
ENSG00000145391.13	SETD7	chr4:139606598-139606699	chr4:139606359-139606456	0.243	-
ENSG00000164163.10	ABCE1	chr4:145108015-145108112	chr4:145110967-145111064	2.952	+
ENSG00000151617.15	EDNRA	chr4:147480917-147481376	chr4:147485611-147486101	4.694	+
ENSG00000164169.12	PRMT9	chr4:147683799-147684230	chr4:147680322-147680471	3.759	-
ENSG00000171566.11	PLRG1	chr4:154549053-154549141	chr4:154546122-154546213	2.928	-
ENSG00000171566.11	PLRG1	chr4:154550300-154550435	chr4:154546122-154546213	4.222	-
ENSG00000061918.12	GUCY1B3	chr4:155759356-155759541	chr4:155759786-155759860	0.43	+
ENSG00000120251.18	GRIA2	chr4:157360700-157361124	chr4:157361537-157361652	0.837	+
ENSG00000164125.15	FAM198B	chr4:158172339-158172736	chr4:158170465-158171599	1.137	-
ENSG00000145439.11	CBR4	chr4:169009948-169010275	chr4:169007635-169007756	2.519	-
ENSG00000164120.13	HPGD	chr4:174522359-174523154	chr4:174521943-174522067	1.087	-
ENSG00000038002.8	AGA	chr4:177442249-177442503	chr4:177439575-177439688	2.815	-
ENSG00000129187.14	DCTD	chr4:182916673-182917253	chr4:182914922-182915058	2.195	-
ENSG00000129187.14	DCTD	chr4:182916286-182916627	chr4:182914922-182915058	1.569	-
ENSG00000151725.11	CENPU	chr4:184702089-184702481	chr4:184700819-184700881	1.6	-
ENSG00000151726.13	ACSL1	chr4:184805527-184805788	chr4:184803319-184803546	2.242	-
ENSG00000186352.8	ANKRD37	chr4:185396021-185396424	chr4:185396831-185396950	0.81	+
ENSG00000154556.17	SORBS2	chr4:185775702-185775912	chr4:185775226-185775366	0.546	-
ENSG00000154556.17	SORBS2	chr4:185652662-185652728	chr4:185651783-185651828	0.9	-
ENSG00000249915.7	PDCD6	chr5:271621-271821	chr5:272710-272772	1.089	+
ENSG00000037474.14	NSUN2	chr5:6632884-6633291	chr5:6631872-6631977	1.314	-
ENSG00000124275.14	MTRR	chr5:7869227-7869718	chr5:7870769-7870923	1.542	+
ENSG00000124279.11	FASTKD3	chr5:7868979-7869037	chr5:7866645-7868196	0.841	-
ENSG00000150753.11	CCT5	chr5:10250537-10250893	chr5:10254765-10254838	4.228	+
ENSG00000150753.11	CCT5	chr5:10250537-10250893	chr5:10254673-10254838	4.136	+
ENSG00000169862.18	CTNND2	chr5:11385751-11386011	chr5:11384664-11385229	0.782	-
ENSG00000113360.16	DROSHA	chr5:31531990-31532109	chr5:31531449-31531525	0.584	-
ENSG00000056097.15	ZFR	chr5:32383761-32383819	chr5:32380074-32380172	3.647	-
ENSG00000113387.11	SUB1	chr5:32586114-32586501	chr5:32588511-32588584	2.397	+
ENSG00000168685.14	IL7R	chr5:35873201-35873648	chr5:35874448-35874542	1.247	+
ENSG00000145626.11	UGT3A1	chr5:35990965-35991605	chr5:35988449-35988551	3.054	-
ENSG00000082068.8	WDR70	chr5:37379212-37379392	chr5:37379488-37379554	0.276	+
ENSG00000153071.14	DAB2	chr5:39392204-39392463	chr5:39388304-39388367	4.096	-
ENSG00000145592.13	RPL37	chr5:40835019-40835335	chr5:40834180-40834265	1.07	-
ENSG00000151876.12	FBXO4	chr5:41925254-41925498	chr5:41927012-41927248	1.758	+
ENSG00000172239.13	PAIP1	chr5:43557340-43557758	chr5:43555829-43555999	1.759	-
ENSG00000172239.13	PAIP1	chr5:43556203-43556378	chr5:43555829-43555999	0.379	-
ENSG00000151883.17	PARP8	chr5:50667557-50667601	chr5:50668070-50668125	0.513	+
ENSG00000151883.17	PARP8	chr5:50665899-50666069	chr5:50668070-50668125	2.171	+
ENSG00000177058.11	SLC38A9	chr5:55712217-55712726	chr5:55711451-55711499	1.227	-
